reviewId,field,seed,llm,similarity
0596ed3c-41c3-4471-b373-60e40d785a3b,reviewSummary,"A must-play for fans of the original, with nostalgia amplifying the experience.","The reviewer, having played the original Witcher as a kid, found The Witcher game to hit all the right notes for them. Despite acknowledging the dated graphics, nostalgia played a significant role in boosting their positive review due to the memories the game brought back.",0.12
0596ed3c-41c3-4471-b373-60e40d785a3b,alsoRecommends,["The Witcher 2"],[],0.00
0596ed3c-41c3-4471-b373-60e40d785a3b,pros,["Nostalgic story","Music"],["Strong story","Memorable music"],0.42
0596ed3c-41c3-4471-b373-60e40d785a3b,cons,["Dated graphics"],["Dated graphics"],1.00
9fa05b32-9150-4121-8d01-a5992c0b4915,sentimentScore,undefined,8,0.00
9fa05b32-9150-4121-8d01-a5992c0b4915,sentimentSummary,"positive","Positive (sponsored)",1.00
9fa05b32-9150-4121-8d01-a5992c0b4915,verdict,undefined,"positive",0.00
9fa05b32-9150-4121-8d01-a5992c0b4915,biasIndicators,["sponsored review","potential promotional bia"],["sponsored bias"],0.22
9fa05b32-9150-4121-8d01-a5992c0b4915,reviewSummary,"Expansive and replayable, but note the sponsored context.","While acknowledging the sponsored nature of the review, Elden Ring impresses with its vast world and replayability, albeit offering a challenge with its steep learning curve.",0.11
9fa05b32-9150-4121-8d01-a5992c0b4915,alsoRecommends,["Sekiro"],[],0.00
9fa05b32-9150-4121-8d01-a5992c0b4915,pros,["Expansive world","Replay value"],["Expansive world","High replay value"],0.83
9fa05b32-9150-4121-8d01-a5992c0b4915,cons,["Steep learning curve"],["Steep learning curve"],1.00
fa0c0615-c6ee-494c-81f1-f928e4752ed6,sentimentScore,undefined,3,0.00
fa0c0615-c6ee-494c-81f1-f928e4752ed6,sentimentSummary,"mixed","Mixed (genre aversion)",0.33
fa0c0615-c6ee-494c-81f1-f928e4752ed6,verdict,undefined,"negative",0.00
fa0c0615-c6ee-494c-81f1-f928e4752ed6,biasIndicators,["not a fan of turn-based game","genre aversion"],["genre aversion"],0.67
fa0c0615-c6ee-494c-81f1-f928e4752ed6,reviewSummary,"Great story, but genre fans will enjoy it more than I did.","The review expresses mixed feelings towards The Witcher 3. While acknowledging the great story, the reviewer finds the combat and pacing unsuitable, especially for someone who dislikes turn-based games.",0.06
fa0c0615-c6ee-494c-81f1-f928e4752ed6,alsoRecommends,["Mass Effect"],[],0.00
fa0c0615-c6ee-494c-81f1-f928e4752ed6,pros,["Story"],["Great story"],0.50
fa0c0615-c6ee-494c-81f1-f928e4752ed6,cons,["Turn-based combat","Slow pacing"],["Combat and pacing may not appeal to all players, especially those averse to turn-based games"],0.15
0393c231-ec93-43ca-a918-814ca65909ca,sentimentScore,undefined,4,0.00
0393c231-ec93-43ca-a918-814ca65909ca,sentimentSummary,"mixed","Mixed (reviewer fatigue)",0.33
0393c231-ec93-43ca-a918-814ca65909ca,verdict,undefined,"Mixed",0.00
0393c231-ec93-43ca-a918-814ca65909ca,biasIndicators,["reviewer fatigue","burned out after 100 hour"],["reviewer fatigue"],0.67
0393c231-ec93-43ca-a918-814ca65909ca,reviewSummary,"Huge game, but can lead to burnout for completionists.","The reviewer spent a significant amount of time in Elden Ring, praising its abundant content and boss variety. However, after 100 hours, the gameplay started feeling repetitive, leading to reviewer fatigue.",0.03
0393c231-ec93-43ca-a918-814ca65909ca,alsoRecommends,["Dark Souls"],[],0.00
0393c231-ec93-43ca-a918-814ca65909ca,pros,["Content","Boss variety"],["Abundant content","Variety of bosses"],0.38
0393c231-ec93-43ca-a918-814ca65909ca,cons,["Repetitive","Burnout"],["Repetitive gameplay","Fatigue after extended playtime"],0.25
c7062e52-f63d-4683-a0b1-74a2b8740fed,sentimentScore,undefined,3,0.00
c7062e52-f63d-4683-a0b1-74a2b8740fed,sentimentSummary,"contrarian","Mixed",0.00
c7062e52-f63d-4683-a0b1-74a2b8740fed,verdict,undefined,"mixed",0.00
c7062e52-f63d-4683-a0b1-74a2b8740fed,biasIndicators,["contrarian","skeptical of hype"],["contrarian"],0.67
c7062e52-f63d-4683-a0b1-74a2b8740fed,reviewSummary,"Not for everyone—don't believe the hype if you're not already a fan.","The reviewer expresses mixed feelings towards The Witcher 3, acknowledging the quality of side quests but feeling the game is overhyped and skeptical of the widespread praise.",0.03
c7062e52-f63d-4683-a0b1-74a2b8740fed,alsoRecommends,["Dragon Age"],[],0.00
c7062e52-f63d-4683-a0b1-74a2b8740fed,pros,["Side quests"],["Good side quests"],0.67
c7062e52-f63d-4683-a0b1-74a2b8740fed,cons,["Overhyped","Not for everyone"],["Feels overhyped"],0.33
69f47264-41fe-4c28-b1d3-f215fbb16342,sentimentScore,undefined,5,0.00
69f47264-41fe-4c28-b1d3-f215fbb16342,sentimentSummary,"positive","Mixed (influencer bias)",0.00
69f47264-41fe-4c28-b1d3-f215fbb16342,verdict,undefined,"mixed",0.00
69f47264-41fe-4c28-b1d3-f215fbb16342,biasIndicators,["influencer bias","audience expectation"],["influencer bias"],0.67
69f47264-41fe-4c28-b1d3-f215fbb16342,reviewSummary,"Great for the community, but influencer bias may affect the score.","The reviewer acknowledges feeling pressure due to their audience's affinity for the series, while praising the strong community aspect and replay value but expressing doubts about the influencer effect on their rating of Elden Ring.",0.14
69f47264-41fe-4c28-b1d3-f215fbb16342,alsoRecommends,["Bloodborne"],["Players who enjoy the series","Those looking for strong community experience"],0.00
69f47264-41fe-4c28-b1d3-f215fbb16342,pros,["Community","Replay value"],["Strong community engagement","High replay value"],0.50
69f47264-41fe-4c28-b1d3-f215fbb16342,cons,["Pressure to like it"],["Potential influencer bias influencing rating"],0.00
